,ID,poem_author,language,original_poem,light_clean_poem,theme,keywords
1052,1162,Halyna Kruk,Ukrainian,"їсти себе. молитися іменами вбитих.
любити тих, кого більше ні торкнутися, ні обійняти.
світ розпадається на уламки. окремо вдих. і окремо видих. 
боже, я розгубилася, що тут кажуть з хреста знятим - 
закопаним поміж трьох сосен, залишеним в лісі людському:
ми з тобою одної сльози, одної крові і плоті,
одної болючої пам'яті про світ, спільної, як могила","їсти себе. молитися іменами вбитих. любити тих, кого більше ні торкнутися, ні обійняти. світ розпадається на уламки. окремо вдих. і окремо видих.  боже, я розгубилася, що тут кажуть з хреста знятим -  закопаним поміж трьох сосен, залишеним в лісі людському: ми з тобою одної сльози, одної крові і плоті, одної болючої пам'яті про світ, спільної, як могила","{'death', 'memory', 'graves', 'war'}","[('людському', 0.3005), ('залишеним', 0.2594), ('обійняти', 0.2401), ('розгубилася', 0.2366), ('сльози', 0.1951)]"
1053,1163,Halyna Kruk,Ukrainian,"наша стрічка новин - галерея утрат
батько/мати, син/донька, сестра або брат
з принагідними фото з родинних застіль
із розкриленим поглядом, де не про біль, 
не про смерть, а про довге щасливе життя,
а про свята, де вперто доросле дитя 
не дається до знимки, кривляється, рже,
- не показуй нікому, ну мам, досить вже...
так коханим позують, зухвало і ніжно нараз
де ні страху розлуки, ні тіні образ,
де в глибинах очей каламуть від бажань
де сто тисяч цілунків, обіймів, зітхань,
де закроєно на..., розплановано до...
де чекають удвох чи дітей, чи Годо,
чи доставку ранкової піци, однак
не чекають, що світ обірветься отак 
на півслові обіцянки ""ще до зими""
""ще й не встигнеш зогледітись, ось уже й ми""
""як навчишся читати - у мами листи""
""я тобі викладатиму знимки й пости""
""я тебе повезу"", ""ми побачимо світ""
""я для тебе тут маю від зайця привіт""
""може, там уже видно, це донька чи син?"" 
""я нарешті посплю кілька повних годин""
""говори мені мамо, я чую ще, ма...""
жде дитина зими. жде дитину зима.","наша стрічка новин - галерея утрат батько/мати, син/донька, сестра або брат з принагідними фото з родинних застіль із розкриленим поглядом, де не про біль,  не про смерть, а про довге щасливе життя, а про свята, де вперто доросле дитя  не дається до знимки, кривляється, рже, - не показуй нікому, ну мам, досить вже... так коханим позують, зухвало і ніжно нараз де ні страху розлуки, ні тіні образ, де в глибинах очей каламуть від бажань де сто тисяч цілунків, обіймів, зітхань, де закроєно на..., розплановано до... де чекають удвох чи дітей, чи Годо, чи доставку ранкової піци, однак не чекають, що світ обірветься отак  на півслові обіцянки ""ще до зими"" ""ще й не встигнеш зогледітись, ось уже й ми"" ""як навчишся читати - у мами листи"" ""я тобі викладатиму знимки й пости"" ""я тебе повезу"", ""ми побачимо світ"" ""я для тебе тут маю від зайця привіт"" ""може, там уже видно, це донька чи син?""  ""я нарешті посплю кілька повних годин"" ""говори мені мамо, я чую ще, ма..."" жде дитина зими. жде дитину зима.","{'social media', 'love', 'facebook', 'death', 'war', 'family'}","[('розкриленим', 0.3602), ('встигнеш', 0.322), ('цілунків', 0.3062), ('розплановано', 0.2992), ('зогледітись', 0.2956)]"
1054,1164,Kateryna Kalytko,Ukrainian,"***
I буде ранок. Простягнеш руку,
торкнеш пов iтря, живе й туге.
Вiйна -- костопалка i мясорубка,
уронив був Гео.

iди, iди. Почалися злили.
Земля -- як тельбухи. Ти замастишся.
Поки ми тут добирали слiв,
поз нас проiхав з России мастер.

Тюрьма цю землю iстиме; так
тепер копати, мов небо копаеш.
I попiл кiс, i попiл цитат,
I конце встало в синiм Китаi,

I гавкiт вiвчарок на коже стрiл,
на землю з повiтря тече тривога.

Скажи iсторii, -- вдовi й сестрi, --
що ми вiдходимо ненадовго.

Втiшай ii добре. Лишися малим,
хай купить мяча тобi та фломастери.
А як питатиме, куди пiшли,
скажи iй правду:
вбивати майстра.","*** I буде ранок. Простягнеш руку, торкнеш пов iтря, живе й туге. Вiйна -- костопалка i мясорубка, уронив був Гео.  iди, iди. Почалися злили. Земля -- як тельбухи. Ти замастишся. Поки ми тут добирали слiв, поз нас проiхав з России мастер.  Тюрьма цю землю iстиме; так тепер копати, мов небо копаеш. I попiл кiс, i попiл цитат, I конце встало в синiм Китаi,  I гавкiт вiвчарок на коже стрiл, на землю з повiтря тече тривога.  Скажи iсторii, -- вдовi й сестрi, -- що ми вiдходимо ненадовго.  Втiшай ii добре. Лишися малим, хай купить мяча тобi та фломастери. А як питатиме, куди пiшли, скажи iй правду: вбивати майстра.","{'russia', 'death', 'putin', 'anger', 'murder'}","[('вiвчарок', 0.5349), ('вiдходимо', 0.5318), ('простягнеш', 0.4558), ('повiтря', 0.4268), ('замастишся', 0.3979)]"
1055,1169,Boris Khersonsky,Russian,"***
Их рисовали втроем, спящих в одной постели.
Спали цари, корон и мантий с себя на снимая.
Звезды в окошке светили так, как умели.
Но среди них нестерпимо сияла Звезда иная.
И Ангел, как мама в детстве, стаскивал с них одеяло,
пора собираться в путь, не поднять лентяя!
Звезды в окошке светили неряшливо, как попало.
И на них с укоризной Звезда иная смотрела, сияя.
И жизнь была проще миниатюры средневековой,
подробней Евангелия от Луки, узнавшего все от начала.
Звезды Вселенной вращались в толпе бестолковой,
и их нестерпимым сияньем Иная Звезда встречала.","*** Их рисовали втроем, спящих в одной постели. Спали цари, корон и мантий с себя на снимая. Звезды в окошке светили так, как умели. Но среди них нестерпимо сияла Звезда иная. И Ангел, как мама в детстве, стаскивал с них одеяло, пора собираться в путь, не поднять лентяя! Звезды в окошке светили неряшливо, как попало. И на них с укоризной Звезда иная смотрела, сияя. И жизнь была проще миниатюры средневековой, подробней Евангелия от Луки, узнавшего все от начала. Звезды Вселенной вращались в толпе бестолковой, и их нестерпимым сияньем Иная Звезда встречала.","{'ekphrastic', 'angel', 'christmas', 'star'}","[('смотрела', 0.2908), ('евангелия', 0.2789), ('неряшливо', 0.2751), ('миниатюры', 0.2679), ('бестолковой', 0.2525)]"
1056,1172,Halyna Kruk,Ukrainian,"***
що там сьогодні в театрі тіней - 
вухаті зайці, смішні верблюди?
люди ідуть між подвійні стіни, 
тягнучи свій караван застуди
там, де незламності кігтеточка,
там, де кота генератор рухомий
люди сідають чемно рядочком
і відчувають нарешті, що вдома
і відчувають нарешті, що втома
в кожному з них віднаходить кутик
і загинає сторінку на тому,
що миті такої могло б і не бути
що дати такої могло б і не стати,
і що б ти, людино, робила без цього
у світі, який не пізнав утрати 
і не осягнув про світло нічого","*** що там сьогодні в театрі тіней -  вухаті зайці, смішні верблюди? люди ідуть між подвійні стіни,  тягнучи свій караван застуди там, де незламності кігтеточка, там, де кота генератор рухомий люди сідають чемно рядочком і відчувають нарешті, що вдома і відчувають нарешті, що втома в кожному з них віднаходить кутик і загинає сторінку на тому, що миті такої могло б і не бути що дати такої могло б і не стати, і що б ти, людино, робила без цього у світі, який не пізнав утрати  і не осягнув про світло нічого","{'tiredness', 'light', 'theater', 'shadow'}","[('тягнучи', 0.2832), ('незламності', 0.2683), ('кігтеточка', 0.2506), ('верблюди', 0.2337), ('відчувають', 0.1745)]"
1057,1173,Halyna Kruk,Ukrainian,"сховала попередній пост,
поки ще не звинуватили, 
що піарюся :))
фанатизм - погана штука.
навіть у мистецтві.
варто згадати прізвище - 
і з'являються зомбі","сховала попередній пост, поки ще не звинуватили,  що піарюся :)) фанатизм - погана штука. навіть у мистецтві. варто згадати прізвище -  і з'являються зомбі","{'politics', 'social media', 'facebook'}","[('прізвище', 0.5064), ('піарюся', 0.4649), ('фанатизм', 0.4391), ('попередній', 0.3502), ('звинуватили', 0.3089)]"
1058,1174,Halyna Kruk,Ukrainian,"точка біфуркації 

у Львові часів війни, - потім напишуть вони, -
було потужне літературне середовище, 
напевно, вони щось видавали гуртом (як колись там «Митуса»)
або збирались на літературні читання (бо що ще робити під час війни поетам!)
стільки тут їх опинилося нараз: 
внутрішньопереміщених і зовнішньонестабільних, 
як колись ненадовго у першу і другу, проїздом у Європу, 
перш ніж залізна завіса розітне похітливе оголене тіло модерного світу 
так по-живому

хоч тоді більше йшлося про Прагу і Подєбради, Варшаву і Мюнхен, 
але й цього разу теж говоритимуть про Варшаву та Львів,
Чернівці та Ужгород, Івано-Франківськ і Тернопіль,
де стільки було їх нараз, тих поетів, що здавалось,
на кожному кроці можна було втрапити одне до одного в вірш,
в тривожні сни, в історію, в новини, на одну підлогу зі спільним матрацом, 
під одну перехідну клаптикову ковдру 
(яка точна метафора людського співіснування часів війни, 
але жаль, вже зужита!), 
в одну родину, надщерблену і неповну...

і поясни комусь потім, що перші місяці ми перетинались лише випадково 
винятково по справах на кілька хвилин, часом на вулиці, не відразу впізнавшись,
сахаючись, ніби згадавши про щось безповоротно втрачене і більше недоступне,
обіймаючись замість слів, щоб сховати набіглі сльози:
як ти – як ти - ні слова про літературу – тримайся - тримайся
мовчазні і зосереджені, як перші християни, 
що побачили чуда Христові на власні очі і ще не знають,
як їх розуміти і як їх розказати іншим, щоб ті повірили і не кпили,
як нічого не перекрутити і не наплутати, 
бо ніколи не ясно, які деталі найважливіші, а якими можна знехтувати

в кожній розповіді потім ми розходилися із тим, що з нами сталося, 
як апостоли в різні кінці світу, проповідуючи кожен свою версію євангелія
бо всяка віра тримається на мільйонах особистих свідчень,
на безлічі приватних історій із тої точки реальності, 
де ніхто нічого ще не знає і не розуміє, 
що зробив той чоловік біля померлого Лазаря, і як йому це вдалося, 
як усі це бачили, але не всі увірували відразу...
особливо якщо це віра у перемогу із точки, в якій її ще нітрохи не видно

так про це напишуть у відповідному розділі української літератури початку 30-х
основне не забути потім, що все це було зовсім не про літературу","точка біфуркації   у Львові часів війни, - потім напишуть вони, - було потужне літературне середовище,  напевно, вони щось видавали гуртом (як колись там «Митуса») або збирались на літературні читання (бо що ще робити під час війни поетам!) стільки тут їх опинилося нараз:  внутрішньопереміщених і зовнішньонестабільних,  як колись ненадовго у першу і другу, проїздом у Європу,  перш ніж залізна завіса розітне похітливе оголене тіло модерного світу  так по-живому  хоч тоді більше йшлося про Прагу і Подєбради, Варшаву і Мюнхен,  але й цього разу теж говоритимуть про Варшаву та Львів, Чернівці та Ужгород, Івано-Франківськ і Тернопіль, де стільки було їх нараз, тих поетів, що здавалось, на кожному кроці можна було втрапити одне до одного в вірш, в тривожні сни, в історію, в новини, на одну підлогу зі спільним матрацом,  під одну перехідну клаптикову ковдру  (яка точна метафора людського співіснування часів війни,  але жаль, вже зужита!),  в одну родину, надщерблену і неповну...  і поясни комусь потім, що перші місяці ми перетинались лише випадково  винятково по справах на кілька хвилин, часом на вулиці, не відразу впізнавшись, сахаючись, ніби згадавши про щось безповоротно втрачене і більше недоступне, обіймаючись замість слів, щоб сховати набіглі сльози: як ти – як ти - ні слова про літературу – тримайся - тримайся мовчазні і зосереджені, як перші християни,  що побачили чуда Христові на власні очі і ще не знають, як їх розуміти і як їх розказати іншим, щоб ті повірили і не кпили, як нічого не перекрутити і не наплутати,  бо ніколи не ясно, які деталі найважливіші, а якими можна знехтувати  в кожній розповіді потім ми розходилися із тим, що з нами сталося,  як апостоли в різні кінці світу, проповідуючи кожен свою версію євангелія бо всяка віра тримається на мільйонах особистих свідчень, на безлічі приватних історій із тої точки реальності,  де ніхто нічого ще не знає і не розуміє,  що зробив той чоловік біля померлого Лазаря, і як йому це вдалося,  як усі це бачили, але не всі увірували відразу... особливо якщо це віра у перемогу із точки, в якій її ще нітрохи не видно  так про це напишуть у відповідному розділі української літератури початку 30-х основне не забути потім, що все це було зовсім не про літературу","{'lazarus', 'ukraine', 'history', 'poetry'}","[('внутрішньопереміщених', 0.5309), ('літературне', 0.4625), ('зовнішньонестабільних', 0.4588), ('літературні', 0.429), ('найважливіші', 0.3807)]"
1059,1175,Halyna Kruk,Ukrainian,"так швидко старіють юні поети
щойно почнуть помічати 
скандальні вибрики мови, 
підозрілу активність 
у передфронтальній корі головного мозку,
дофамінову залежність від слова
прірву за плечима того,
хто готовий відступити на крок від себе
легкість випадкових стосунків 
двозначність ситуацій омонімії, 
оніміння кінцівок фраз,
заримованих надто старанно,
надто уважні до художніх деталей, 
яких ніхто не пам'ятатиме потім,
хто з ким прийшов
і хто з чим залишився
так швидко старіють юні поети, 
більшість навіть не дочекавшись 
першої книжки
так ніби в поезії рік за два, 
рік за вік, рік за роком,
щось бере твою невинність
легкість твою, безпосередність,
посередність, геніальність 
і лишає від неї 
тільки покреслені сторінки, 
ніби чужою рукою 
тільки сором від того,
яким рожевим, відкритим,
нагим і наївним 
ти приходив до першого вірша,
на все готовий\готова
і хотілось померти, 
як після першого сексу
але потім доводилось жити і жити,
і жити, і жити, і жити, 
переносячи з вірша у вірш
непотрібні знання, зайвий досвід, 
зів'яле тіло традиції, 
яку кожен брав молодою,
але ніхто не хоче доглядати 
на старість","так швидко старіють юні поети щойно почнуть помічати  скандальні вибрики мови,  підозрілу активність  у передфронтальній корі головного мозку, дофамінову залежність від слова прірву за плечима того, хто готовий відступити на крок від себе легкість випадкових стосунків  двозначність ситуацій омонімії,  оніміння кінцівок фраз, заримованих надто старанно, надто уважні до художніх деталей,  яких ніхто не пам'ятатиме потім, хто з ким прийшов і хто з чим залишився так швидко старіють юні поети,  більшість навіть не дочекавшись  першої книжки так ніби в поезії рік за два,  рік за вік, рік за роком, щось бере твою невинність легкість твою, безпосередність, посередність, геніальність  і лишає від неї  тільки покреслені сторінки,  ніби чужою рукою  тільки сором від того, яким рожевим, відкритим, нагим і наївним  ти приходив до першого вірша, на все готовий\готова і хотілось померти,  як після першого сексу але потім доводилось жити і жити, і жити, і жити, і жити,  переносячи з вірша у вірш непотрібні знання, зайвий досвід,  зів'яле тіло традиції,  яку кожен брав молодою, але ніхто не хоче доглядати  на старість","{'language', 'aging', 'poetry'}","[('передфронтальній', 0.4058), ('двозначність', 0.3983), ('безпосередність', 0.39), ('легкість', 0.2591), ('геніальність', 0.2574)]"
1060,1176,Halyna Kruk,Ukrainian,"невловимий Сковорода 
обходИв невмолимий світ багато, 
та обхОдив мало світ невмолимий, 
символів повний незрозумілих, 
лих суспільних, персональних 
історій успіху у грошовому вимірі

Сковорода непійманий - 
ніхто не кидає гроші на вітер

ішов, ішов,
і дійшов не до кожного","невловимий Сковорода  обходИв невмолимий світ багато,  та обхОдив мало світ невмолимий,  символів повний незрозумілих,  лих суспільних, персональних  історій успіху у грошовому вимірі  Сковорода непійманий -  ніхто не кидає гроші на вітер  ішов, ішов, і дійшов не до кожного","{'kitchen', 'mundane', 'food'}","[('незрозумілих', 0.5058), ('непійманий', 0.4646), ('невмолимий', 0.4247), ('невловимий', 0.4121), ('сковорода', 0.2818)]"
1061,1177,Halyna Kruk,Ukrainian,"*****
непокаране зло повертається злішим
важко повірити, що це відбувається з нами
в реальному часі. вдруге, втретє, вдесяте.
що ти хочеш виплавити із нас, Боже,
якої проби? що ти хочеш вивести із нас, 
ніби з дому неволі, який новий вид? 
яку сакральну жертву? 
знаю, людина схильна помилятися,
хилитися перед сильними цього світу, 
зневірюватися, опиратися зневірі,
коритися долі, докоряти тобі, Боже, 
стояти на своєму, протистояти усьому світу,
жити заради себе, помирати заради інших, 
але ж Боже, невже було замало?
невже треба більше?
твоє ""не убий"" малює нам на грудях мішені
2019","***** непокаране зло повертається злішим важко повірити, що це відбувається з нами в реальному часі. вдруге, втретє, вдесяте. що ти хочеш виплавити із нас, Боже, якої проби? що ти хочеш вивести із нас,  ніби з дому неволі, який новий вид?  яку сакральну жертву?  знаю, людина схильна помилятися, хилитися перед сильними цього світу,  зневірюватися, опиратися зневірі, коритися долі, докоряти тобі, Боже,  стояти на своєму, протистояти усьому світу, жити заради себе, помирати заради інших,  але ж Боже, невже було замало? невже треба більше? твоє ""не убий"" малює нам на грудях мішені 2019","{'god', 'sacrifice', 'evil', 'justice', 'war'}","[('зневірюватися', 0.3809), ('хочеш', 0.2755), ('повертається', 0.2657), ('мішені', 0.2508), ('помилятися', 0.2443)]"
1062,1179,Halyna Kruk,Ukrainian,"вірш не про мову

отже, ти перейняв її мову 
яка мені більше нічого не каже, 
її логіку побудови фрази, 
схожої на лабіринти шашелі
у пересохлому дереві старої колиски.

не кожен човен може бути колискою

отже, ти перейняв її голос, 
як буває при надто глибокому поцілунку, 
коли робиш боляче й робишся іншим,
чужим, ворожим, перевертнем, 
який більше ніколи не скине 
прирослої шкури.

оббіловане тіло любові насправді не біле

рожеве у синіх прожилках, 
беззахисне більше, ніж мертве, 
моє, моє, ти вицілюєш те, 
що колись виціловував, 
рвав губами самими, 
як ягоду з гілки, що колола усіх,
окрім тебе. Не тебе, не тобі
ця доспіла рясна гіркота.

не тебе, не тобі, ти зірвався,
хоч, здавалося, тягнеш ще ноту,
але вже не торкає і не переймає
у стрімкому потоці реальності,
у найвужчому місці душі,
у тісноті передсердя
де подиху риба збивалась на нерест

тепер тобі не пропливти","вірш не про мову  отже, ти перейняв її мову  яка мені більше нічого не каже,  її логіку побудови фрази,  схожої на лабіринти шашелі у пересохлому дереві старої колиски.  не кожен човен може бути колискою  отже, ти перейняв її голос,  як буває при надто глибокому поцілунку,  коли робиш боляче й робишся іншим, чужим, ворожим, перевертнем,  який більше ніколи не скине  прирослої шкури.  оббіловане тіло любові насправді не біле  рожеве у синіх прожилках,  беззахисне більше, ніж мертве,  моє, моє, ти вицілюєш те,  що колись виціловував,  рвав губами самими,  як ягоду з гілки, що колола усіх, окрім тебе. Не тебе, не тобі ця доспіла рясна гіркота.  не тебе, не тобі, ти зірвався, хоч, здавалося, тягнеш ще ноту, але вже не торкає і не переймає у стрімкому потоці реальності, у найвужчому місці душі, у тісноті передсердя де подиху риба збивалась на нерест  тепер тобі не пропливти","{'the body', 'language', 'love', 'werewolf'}","[('насправді', 0.3674), ('логіку', 0.2516), ('ворожим', 0.2376), ('вицілюєш', 0.23), ('робишся', 0.2222)]"
1063,1180,Halyna Kruk,Ukrainian,"НАШ ВІДКЛЮЧЕНИЙ ХОЛОДИЛЬНИК

Люблю тебе звідусіль. 
Незвіданої землі все ще багато, 
можна їхати і їхати, доки не впрешся чолом
у холодильник із магнітиками, 
навезеними з різних країн: і тут ми не були разом, і тут,
і звідти я слала тобі знимки і смски, а звідти дзвонила, 
показуючи фантастичний краєвид, видру із помаранчевими зубами, бамбуковий ліс, 
який стоїть-стоїть при землі насторожений, 
а потім якогось дня пускається в ріст і вистрілює вище голови. 
Список міст, в які ми мусимо поїхати, 
коли все це закінчиться, виріс уже настільки, 
що питаю себе на світанку в чужій країні, 
в якомусь готелі, в незручному ліжку:
чи вистачить нам життя для всього цього списку? 
чи вистачить нам простору над головою 
для усього того аномально росту?
чи вистачить нам сил на усе це потім?
""Принаймні за одне не переживай, - заспокоюєш жартома, - якщо закінчиться місце для магнітиків, купимо більший холодильник.""
Люблю тебе звідусіль. 
Повертаюся до тебе звідусіль, як магнітик","НАШ ВІДКЛЮЧЕНИЙ ХОЛОДИЛЬНИК  Люблю тебе звідусіль.  Незвіданої землі все ще багато,  можна їхати і їхати, доки не впрешся чолом у холодильник із магнітиками,  навезеними з різних країн: і тут ми не були разом, і тут, і звідти я слала тобі знимки і смски, а звідти дзвонила,  показуючи фантастичний краєвид, видру із помаранчевими зубами, бамбуковий ліс,  який стоїть-стоїть при землі насторожений,  а потім якогось дня пускається в ріст і вистрілює вище голови.  Список міст, в які ми мусимо поїхати,  коли все це закінчиться, виріс уже настільки,  що питаю себе на світанку в чужій країні,  в якомусь готелі, в незручному ліжку: чи вистачить нам життя для всього цього списку?  чи вистачить нам простору над головою  для усього того аномально росту? чи вистачить нам сил на усе це потім? ""Принаймні за одне не переживай, - заспокоюєш жартома, - якщо закінчиться місце для магнітиків, купимо більший холодильник."" Люблю тебе звідусіль.  Повертаюся до тебе звідусіль, як магнітик","{'electricity', 'refrigerator', 'war', 'travel'}","[('повертаюся', 0.5098), ('заспокоюєш', 0.4056), ('настільки', 0.4036), ('магнітиків', 0.3627), ('магнітиками', 0.2842)]"
1064,1181,Halyna Kruk,Ukrainian,"***
у моєї мови любові вибиті зуби
виплюнь, кажеш, усе це із себе, виплюнь негайно! 
тепер можна вставити набагато рівніші.
із правильнішим прикусом, ніж попередні.

у моїй мові любові не лишилось живого місця,
не заходь у ці хащі, там міна на міні, суцільні розтяжки
ніколи не знаєш, що насправді тягнеться за словом, 
який спогад зачепить, а який здетонує. 

ми насадили цей живопліт, щоб ніхто не наражався,
навішали попереджувальних знаків, щоб уберегти інших
від смерті, замаскованої гарним пейзажем
а ти пропонуєш їх просто прибрати, щоб нічого 

не псувало картинки, не чекаючи саперів, 
не розчистивши цих теренів від пустих теревенів.
моя мова любові важка, як погляд батька, 
непідйомна як віко на гробі його сина,

на якому тиждень пристрілювали зброю,
моя мова любові вдавилася словами, як його мати
я плекала її, доки плакала і щоб не плакати більше,
плекала. я плела її, наче маскувальну сітку,

відповідно до кольорів пори року, щоб вона когось
захистила. 
кажеш, не ятри. будь мудрішою. будь вище від цього.
присмири свою мову ненависті. вижени. вирви із себе.
посади на цій випаленій території квіти. 

на цій порожній місцині всередині себе і мови
у тебе ж мало залишитися десь насіння квітів.
у тебе ж мало десь залишитися добре слово.
десь за душею, що має усе прощати

моя мова любові так розрослася, 
що виривається тільки разом із язиком,
що виривається тільки разом із душею,
бездушна","*** у моєї мови любові вибиті зуби виплюнь, кажеш, усе це із себе, виплюнь негайно!  тепер можна вставити набагато рівніші. із правильнішим прикусом, ніж попередні.  у моїй мові любові не лишилось живого місця, не заходь у ці хащі, там міна на міні, суцільні розтяжки ніколи не знаєш, що насправді тягнеться за словом,  який спогад зачепить, а який здетонує.   ми насадили цей живопліт, щоб ніхто не наражався, навішали попереджувальних знаків, щоб уберегти інших від смерті, замаскованої гарним пейзажем а ти пропонуєш їх просто прибрати, щоб нічого   не псувало картинки, не чекаючи саперів,  не розчистивши цих теренів від пустих теревенів. моя мова любові важка, як погляд батька,  непідйомна як віко на гробі його сина,  на якому тиждень пристрілювали зброю, моя мова любові вдавилася словами, як його мати я плекала її, доки плакала і щоб не плакати більше, плекала. я плела її, наче маскувальну сітку,  відповідно до кольорів пори року, щоб вона когось захистила.  кажеш, не ятри. будь мудрішою. будь вище від цього. присмири свою мову ненависті. вижени. вирви із себе. посади на цій випаленій території квіти.   на цій порожній місцині всередині себе і мови у тебе ж мало залишитися десь насіння квітів. у тебе ж мало десь залишитися добре слово. десь за душею, що має усе прощати  моя мова любові так розрослася,  що виривається тільки разом із язиком, що виривається тільки разом із душею, бездушна","{'hate', 'language', 'love', 'war'}","[('пристрілювали', 0.4131), ('пропонуєш', 0.4052), ('насправді', 0.3606), ('знаєш', 0.3401), ('замаскованої', 0.3112)]"
1065,1182,Halyna Kruk,Ukrainian,"вийшла у двір - а там тривога:
червоним листям алярмує сумАх
оленерогий, по-простому
оцтове дерево, кричить, що осінь 
і що місця, де можна собі 
просто жити і просто бути щасливим
(бо тепле сонце, бо осінь така погідна, 
бо гідна старість, бо старша пара
вийшла у двір посидіти на лавці,
бо кожному віку - свої плоди і розваги)
що місця такого тепер не існує
ніде на світі, і навіть воно, оцтове дерево,
таке червонясто крикливе у цьому пейзажі -
ніби оцтова губка, щоб змочувати 
потріскані обвітрені губи, коли тому,
хто поряд на своєму хресті, ще гірше

на цілій землі цій немає місця, 
де хтось із нас може просто бути 
таким безмятежно красивим","вийшла у двір - а там тривога: червоним листям алярмує сумАх оленерогий, по-простому оцтове дерево, кричить, що осінь  і що місця, де можна собі  просто жити і просто бути щасливим (бо тепле сонце, бо осінь така погідна,  бо гідна старість, бо старша пара вийшла у двір посидіти на лавці, бо кожному віку - свої плоди і розваги) що місця такого тепер не існує ніде на світі, і навіть воно, оцтове дерево, таке червонясто крикливе у цьому пейзажі - ніби оцтова губка, щоб змочувати  потріскані обвітрені губи, коли тому, хто поряд на своєму хресті, ще гірше  на цілій землі цій немає місця,  де хтось із нас може просто бути  таким безмятежно красивим","{'trees', 'alarm', 'yard', 'fruit', 'war'}","[('потріскані', 0.3682), ('пейзажі', 0.3526), ('червонясто', 0.3507), ('змочувати', 0.2451), ('посидіти', 0.2414)]"
1066,1183,Halyna Kruk,Ukrainian,"вибачте, я не можу писати зараз інших віршів
***
мама - яма - я
де моє ім'я?

рама від вікна
хрестовина над

бог навиліт йшов
душу підібрав

хірургічний шов 
болю автоклав

тіла мовчазний
вихололий дім

не знаходить в нім
прихистку любов

мама - яма - як
бігти навздогін

плакати навзрид
падати навзнак

боже я прийму
всі твої шляхи

але їх не руш
але їх залиш

тих усіх малих,
що навчились лиш

кілька перших слів,
з материних уст,
з материних рук 

мама - яма - сам
як - йому - тепер
мама - яма - як?","вибачте, я не можу писати зараз інших віршів *** мама - яма - я де моє ім'я?  рама від вікна хрестовина над  бог навиліт йшов душу підібрав  хірургічний шов  болю автоклав  тіла мовчазний вихололий дім  не знаходить в нім прихистку любов  мама - яма - як бігти навздогін  плакати навзрид падати навзнак  боже я прийму всі твої шляхи  але їх не руш але їх залиш  тих усіх малих, що навчились лиш  кілька перших слів, з материних уст, з материних рук   мама - яма - сам як - йому - тепер мама - яма - як?","{'pit', 'language', 'war', 'family'}","[('вибачте', 0.3744), ('віршів', 0.3203), ('прихистку', 0.2427), ('хірургічний', 0.22), ('підібрав', 0.2188)]"
