,ID,poem_author,language,original_poem,light_clean_poem,theme
504,523,Kateryna Kalytko,Ukrainian,"КАТЕРИНА
Сідає поруч на ліжку, тихенько гладить
по щоці. Плакала? — питає з ласкавим докором.
От і дарма.
Дрібненька і нашорошена, ніби пташка,
в ранковому світлі. З моїм ім'ям.
Трохи нервово бореться з перламутровим ґудзиком
на високому комірі,
заправляє русяве пасмо під хустку.
Поговорімо, праба.
У котру з твоїх ран мені вкласти пальці сьогодні,
що далося найважче:
викопати за єдину ніч землянку,
щоби сховати корову від реквізиції,
щоби всі твої шестеро вижили в Голодомор?
Місяцями охороняти з дробовиком
погріб, де сховала дочок —
щоб не погнали в Німеччину, —
і сільських євреїв?
Кидатися грудьми на радянський штик-ніж,
шість на чотири,
аби не чіпали інших, лише тебе?
Поховати обох чоловіків,
померти погідно, вві сні,
після чарчини і співів із подругами,
дарма, що у п'ятдесят?
І чому все важливе у цій історії відбувається під землею, в землі,
із землею під нігтями?
Як там твій перший, Сава?
Лагідний вдівець із чотирма синами.
Той, за якого встидалася йти, і в церкві
не підіймала очей;
той, що помер, вкутаний в кокон віку,
але роками, щопівночі, порохнявим стовпом
ворота тобі прочиняв
і завмирав на горищі —
аж поки інший
не лишився заночувати у тебе.
І як там твій другий, Кирило?
Ледь не удвічі молодший, щойно з війська.
Все село гомоніло: кого ж він веде до шлюбу?
П'ятьом дітлахам по сорочці справить,
та й вже по грошах,
чи ж дівчат у нас бракує?
Із ним також не підіймала до панотця очей,
щоб не підпалити рясу чи бороду —
очі палали, щоки палали.
Ночі з ним були як море, ніколи не бачене.
Із ним, котрого колгоспний бик підняв на роги —
тоненького, молодого.
Раз на рік мене неодмінно запитують,
чому не люблю кориди.
Із такої любові — тільки одна дочка,
золота пташина, Марія.
Перелітна, уперта,
усеприсутнє світло.
Мама моєї мами.
Так і повелися у нас у роду відчайдушні ластівки, що без вагань грудьми у груди
сходяться із шуліками.
Найвідважніші помирають, праба.
І оці твої двоє, і ти сама,
і мій, такий сміливий, мертвий такий.
Буду тепер, як та фатальна вдова
з народної пісні, зчаровувати і зваблювати,
чаркувати з січовиками
у хаті, що на помості.
Поспи, моя ластівко, сили побережи, —
каже праба. Хто його зна, що доведеться робити завтра:
копати землю? стріляти? цілуватися, як востаннє? літати?
І навіть із тими, хто тебе так пекуче не чує,
ти зустрінешся у повітрі.
#орден_мовчальниць","КАТЕРИНА Сідає поруч на ліжку, тихенько гладить по щоці. Плакала? — питає з ласкавим докором. От і дарма. Дрібненька і нашорошена, ніби пташка, в ранковому світлі. З моїм ім'ям. Трохи нервово бореться з перламутровим ґудзиком на високому комірі, заправляє русяве пасмо під хустку. Поговорімо, праба. У котру з твоїх ран мені вкласти пальці сьогодні, що далося найважче: викопати за єдину ніч землянку, щоби сховати корову від реквізиції, щоби всі твої шестеро вижили в Голодомор? Місяцями охороняти з дробовиком погріб, де сховала дочок — щоб не погнали в Німеччину, — і сільських євреїв? Кидатися грудьми на радянський штик-ніж, шість на чотири, аби не чіпали інших, лише тебе? Поховати обох чоловіків, померти погідно, вві сні, після чарчини і співів із подругами, дарма, що у п'ятдесят? І чому все важливе у цій історії відбувається під землею, в землі, із землею під нігтями? Як там твій перший, Сава? Лагідний вдівець із чотирма синами. Той, за якого встидалася йти, і в церкві не підіймала очей; той, що помер, вкутаний в кокон віку, але роками, щопівночі, порохнявим стовпом ворота тобі прочиняв і завмирав на горищі — аж поки інший не лишився заночувати у тебе. І як там твій другий, Кирило? Ледь не удвічі молодший, щойно з війська. Все село гомоніло: кого ж він веде до шлюбу? П'ятьом дітлахам по сорочці справить, та й вже по грошах, чи ж дівчат у нас бракує? Із ним також не підіймала до панотця очей, щоб не підпалити рясу чи бороду — очі палали, щоки палали. Ночі з ним були як море, ніколи не бачене. Із ним, котрого колгоспний бик підняв на роги — тоненького, молодого. Раз на рік мене неодмінно запитують, чому не люблю кориди. Із такої любові — тільки одна дочка, золота пташина, Марія. Перелітна, уперта, усеприсутнє світло. Мама моєї мами. Так і повелися у нас у роду відчайдушні ластівки, що без вагань грудьми у груди сходяться із шуліками. Найвідважніші помирають, праба. І оці твої двоє, і ти сама, і мій, такий сміливий, мертвий такий. Буду тепер, як та фатальна вдова з народної пісні, зчаровувати і зваблювати, чаркувати з січовиками у хаті, що на помості. Поспи, моя ластівко, сили побережи, — каже праба. Хто його зна, що доведеться робити завтра: копати землю? стріляти? цілуватися, як востаннє? літати? І навіть із тими, хто тебе так пекуче не чує, ти зустрінешся у повітрі. ","{'holodomor', 'hunger'}"
514,533,Boris Khersonsky,Russian,"Ода Пандемии
1.
""В Европе холодно, в Италии темно"".
Границы на замке. Не выбраться оттуда.
Служение в церквях запрещено,
а это значит - не случится чуда.
Ни свадеб там, ни пышных похорон,
и бледна смерть глядит со всех сторон.
Мы все умрем. Но живы все покуда.
И вирусы в сиянии корон летают средь напуганного люда.
Приходишь на вокзал, но пуст перрон.
2.
Выходишь на перрон - ты там один.
Вдыхаешь страха воздух зараженный.
Кому есть дело до твоих седин?
Бог сбережет, коль сам ты береженый.
И в тишине ты слышишь чей-то крик:
пошел отсюда! Уходи старик!
Ты лишний на пиру - вопрос решенный.
Сокрой под маской свой увядший лик!
Уйми, старик, свой свой разум возмущенный.
Лови свой шанс, хоть он и невелик.
3.
Бывал ли век без войн и без чумы?
Ничем не лучше этот, двадцать первый.
Мгла пала на тосканские холмы.
Что древний Рим с Юноной и Минервой?
Брат зараженный! Ты почти злодей.
Держись подальше от других людей.
И если можешь, задержи дыханье.
""Вошедшие, оставьте упованье"".
У Алигьери нет иных идей.
Оставь старанья - впереди страданье,
замри, умри, а после - охладей.
4.
Увы! Заразны мысли и слова,
любой контакт - касанья и объятья,
молчим о сексе - встетишься - едва
ли сможешь верно избежать зачатья
зараза жизни, ты у нас в роду,
гляжу на поколений череду,
и думаю, что горевать не след, но
все люди иссыхают как трава,
что делать всем, исчезнувшим бесследно?
Зараза жизни не всегда права. Ты хочешь жить? Ну что ж, хотеть не вредно,
опасен вирус, но страшней - молва.
5.
Нас вяжет вирус, что колосья - в сноп.
Объединяет без речей пространных.
Посмотришь в электронный микроскоп -
и видишь шар в венце молекул странных.
Христос сказал: пшеничное зерно
не даст плода, коль не умрет оно.
Есть время, чтоб обдумать изреченье.
Растет движенье: ""вирус без границ"".
В нем слиты наказанье и прощенье,
он перебежчик с миллионом лиц.
Не сеет ли Всевышнего рука
сей многомудрый шарик РНК?
6.
""В Европе холодно, в Италии - темно"".
В мозгу смятенье и в ногах - усталость.
Все сущее коль живо, то больно.
Опаснее - мужская стать и старость.
Мы уязвимей наших юных жен.
Наш гендер от рожденья заражен.
Быть может завтра мы в жару сгорим.
Взывает итальянец: мама миа!
Вот Апполон приводит музу в Рим
и имя этой музы - Пандемия.
Она в объятьях держит шар земной.
Что сделаешь ты, милая, со мной?","Ода Пандемии 1. ""В Европе холодно, в Италии темно"". Границы на замке. Не выбраться оттуда. Служение в церквях запрещено, а это значит - не случится чуда. Ни свадеб там, ни пышных похорон, и бледна смерть глядит со всех сторон. Мы все умрем. Но живы все покуда. И вирусы в сиянии корон летают средь напуганного люда. Приходишь на вокзал, но пуст перрон. 2. Выходишь на перрон - ты там один. Вдыхаешь страха воздух зараженный. Кому есть дело до твоих седин? Бог сбережет, коль сам ты береженый. И в тишине ты слышишь чей-то крик: пошел отсюда! Уходи старик! Ты лишний на пиру - вопрос решенный. Сокрой под маской свой увядший лик! Уйми, старик, свой свой разум возмущенный. Лови свой шанс, хоть он и невелик. 3. Бывал ли век без войн и без чумы? Ничем не лучше этот, двадцать первый. Мгла пала на тосканские холмы. Что древний Рим с Юноной и Минервой? Брат зараженный! Ты почти злодей. Держись подальше от других людей. И если можешь, задержи дыханье. ""Вошедшие, оставьте упованье"". У Алигьери нет иных идей. Оставь старанья - впереди страданье, замри, умри, а после - охладей. 4. Увы! Заразны мысли и слова, любой контакт - касанья и объятья, молчим о сексе - встетишься - едва ли сможешь верно избежать зачатья зараза жизни, ты у нас в роду, гляжу на поколений череду, и думаю, что горевать не след, но все люди иссыхают как трава, что делать всем, исчезнувшим бесследно? Зараза жизни не всегда права. Ты хочешь жить? Ну что ж, хотеть не вредно, опасен вирус, но страшней - молва. 5. Нас вяжет вирус, что колосья - в сноп. Объединяет без речей пространных. Посмотришь в электронный микроскоп - и видишь шар в венце молекул странных. Христос сказал: пшеничное зерно не даст плода, коль не умрет оно. Есть время, чтоб обдумать изреченье. Растет движенье: ""вирус без границ"". В нем слиты наказанье и прощенье, он перебежчик с миллионом лиц. Не сеет ли Всевышнего рука сей многомудрый шарик РНК? 6. ""В Европе холодно, в Италии - темно"". В мозгу смятенье и в ногах - усталость. Все сущее коль живо, то больно. Опаснее - мужская стать и старость. Мы уязвимей наших юных жен. Наш гендер от рожденья заражен. Быть может завтра мы в жару сгорим. Взывает итальянец: мама миа! Вот Апполон приводит музу в Рим и имя этой музы - Пандемия. Она в объятьях держит шар земной. Что сделаешь ты, милая, со мной?","{'italy', 'covid', 'god', 'poetic form', 'literature', 'church'}"
515,534,Katia Bl'ostka,Ukrainian,"Блюю і їм, їм і блюю,
Виросли груди й геморой.
Болить спина, коли стою,
Але ж стою я, як герой!

Пісяти бігаю раз 7
За ніч. Їйбогу, як те «здрастє»! 
Хочу сказати вам усім,
вагітність -то велике щастя 

Вагітні діви - ніжна сила,
Вони - і Гери й Афродіти,
Навіть забльовані - красиві,
Як на вітру тендітні квіти.

Жінки вже захопили б Марс 
І посадили б там буряк,
Якби не бльовкали 7 раз.
Не побороть слабость ніяк.

Ото якщо мені хоч раз
Хтось скаже, що ми - слабка стать
Тикну виделкой прямо в глаз, 
По носі дам - не зможе встать.

#катябльостка #катінапоезія See less","Блюю і їм, їм і блюю, Виросли груди й геморой. Болить спина, коли стою, Але ж стою я, як герой!  Пісяти бігаю раз 7 За ніч. Їйбогу, як те «здрастє»!  Хочу сказати вам усім, вагітність -то велике щастя   Вагітні діви - ніжна сила, Вони - і Гери й Афродіти, Навіть забльовані - красиві, Як на вітру тендітні квіти.  Жінки вже захопили б Марс  І посадили б там буряк, Якби не бльовкали 7 раз. Не побороть слабость ніяк.  Ото якщо мені хоч раз Хтось скаже, що ми - слабка стать Тикну виделкой прямо в глаз,  По носі дам - не зможе встать.    ","{'eating', 'mythology', 'classics', 'parody'}"
517,537,Ludmila Khersonskaya,Russian,"жить в стране, где каждое 
решение власти пропитано
поспешной фальшью; она 
вспомнила, как однажды в супермаркете
кассир по невнимательности не пробила
вязанку дров, как ей 
преградил дорогу охраняющий 
уголовник уголовный охранник 
магазина от людей покупателей 
и прочих незащищенных 
непробитым товаром. как 
он метнулся и крикнул, Серый! 
блокируй выход! держи ее! 
она выносит дрова!
жить в стране, где коронавирус честнее 
тех, кто вез его с дорогого курорта подло
запретить всем ненужным старикам
выходить из дома в платочке и ботах, 
в шапочке и близоруких перчатках,
два километра вязанка дров. Серый!
блокируй набережные и парки! они 
хотят ходить слабыми ногами по трое! дышать непробитым воздухом! считать копейки
в магазинах и банках! держи их, Серый!
они выносят дрова!","жить в стране, где каждое  решение власти пропитано поспешной фальшью; она  вспомнила, как однажды в супермаркете кассир по невнимательности не пробила вязанку дров, как ей  преградил дорогу охраняющий  уголовник уголовный охранник  магазина от людей покупателей  и прочих незащищенных  непробитым товаром. как  он метнулся и крикнул, Серый!  блокируй выход! держи ее!  она выносит дрова! жить в стране, где коронавирус честнее  тех, кто вез его с дорогого курорта подло запретить всем ненужным старикам выходить из дома в платочке и ботах,  в шапочке и близоруких перчатках, два километра вязанка дров. Серый! блокируй набережные и парки! они  хотят ходить слабыми ногами по трое! дышать непробитым воздухом! считать копейки в магазинах и банках! держи их, Серый! они выносят дрова!","{'market', 'wood', 'covid'}"
519,539,Serhiy Zhadan,Ukrainian,"+ + + 
Як не підходь до цього дерева,
як не обхоплюй руками стовбур,
як не торкайся гілок
уважними пальцями –
все одно не обхопиш,
все одно не утримаєш,
все одно не римується.
+ + + 
Ніби й знаю,
що нічого там немає,
за тим будинком,
ніби й розумію,
що нічого там не знайду,
що не втрачу нічого
із знайденого.
А все одно
продовжую говорити
про чорні жалобні сукні вечора,
продовжую говорити
про жінок,
які повертаються
додому.
Одні жінки несуть яблука.
Інші несуть книги.
Чоловіки закохуються
в тих, що несуть яблука.
Яблука – це знаки.
Яблука – це сумніви. 
+ + + 
І цей ось будинок –
на пагорбі,
по той бік
залізничного полотна.
Темний, мовчазний.
Надвечір світяться
лише два вікна:
одне на першому поверсі,
інше – на третьому.
Підкреслюють
його старість,
посилюють 
його морок.
Схожий на чоловіка,
який пише листи
всім своїм жінкам,
а відповідають лише дві – 
саме ті,
яких він не любить.","+ + +  Як не підходь до цього дерева, як не обхоплюй руками стовбур, як не торкайся гілок уважними пальцями – все одно не обхопиш, все одно не утримаєш, все одно не римується. + + +  Ніби й знаю, що нічого там немає, за тим будинком, ніби й розумію, що нічого там не знайду, що не втрачу нічого із знайденого. А все одно продовжую говорити про чорні жалобні сукні вечора, продовжую говорити про жінок, які повертаються додому. Одні жінки несуть яблука. Інші несуть книги. Чоловіки закохуються в тих, що несуть яблука. Яблука – це знаки. Яблука – це сумніви.  + + +  І цей ось будинок – на пагорбі, по той бік залізничного полотна. Темний, мовчазний. Надвечір світяться лише два вікна: одне на першому поверсі, інше – на третьому. Підкреслюють його старість, посилюють  його морок. Схожий на чоловіка, який пише листи всім своїм жінкам, а відповідають лише дві –  саме ті, яких він не любить.","{'tree', 'poetry', 'darkness', 'house', 'apples', 'rhyming', 'fruit'}"
523,544,Maria Stepanova,Russian,"Как расскажу ее победы,
Какой измерю мерой беды,
Что ей учинены?
Пески Аравии взметая,
Она явилась из Китая,
От самой от стены.
Плывет над снежными степями,
Где узники гремят цепями
В сибирской тишине,
И мертвые за нею души
По всей длине бескрайней суши
Клубятся в вышине.
Она прошла хребты Урала,
И все заставы разметала,
И нету ей преград,
И вести о ее приходе
Послушно ширятся в народе,
Повторены стократ.
Москва, Руси краса и сила!
Она людей твоих косила
Страшней, чем в дни войны.
Дворцы, палаты, бедны домы
Сознали сходные симптомы
И ужаса полны.
Ни дождь, ни вихрь, ни бездны моря
Не положАт границы мору:
Заразе нет конца -
Бежит вперёд холодной тенью,
И фатерлянд узрел в смятенье
Черты ее лица.
Maria Stepanova перевела оду ЧЕРЧИЛЛЯ 1890 года на эпидемию коронавируса! По ссылке в первом комменте интереснейший разговор об этой эпидемии.","Как расскажу ее победы, Какой измерю мерой беды, Что ей учинены? Пески Аравии взметая, Она явилась из Китая, От самой от стены. Плывет над снежными степями, Где узники гремят цепями В сибирской тишине, И мертвые за нею души По всей длине бескрайней суши Клубятся в вышине. Она прошла хребты Урала, И все заставы разметала, И нету ей преград, И вести о ее приходе Послушно ширятся в народе, Повторены стократ. Москва, Руси краса и сила! Она людей твоих косила Страшней, чем в дни войны. Дворцы, палаты, бедны домы Сознали сходные симптомы И ужаса полны. Ни дождь, ни вихрь, ни бездны моря Не положАт границы мору: Заразе нет конца - Бежит вперёд холодной тенью, И фатерлянд узрел в смятенье Черты ее лица. Maria Stepanova перевела оду ЧЕРЧИЛЛЯ 1890 года на эпидемию коронавируса! По ссылке в первом комменте интереснейший разговор об этой эпидемии.","{'russia', 'covid'}"
530,553,Boris Khersonsky,Russian,"***
Старый диктатор - проза Южной Америки семидесятых годов.
Власть не чурается наркоторговли и криминала.
Заговорщики собрались - и ужин для них готов:
к столу подают запеченного генерала,
фаршированного миллионами черного нала,
с гарниром из листьев коки и морковкой во рту.
Мешки кокаина грузчики разгружают в порту.
Войска постоянно заняты разгоном мятежной толпы.
Толпа постоянно занята разгромом еврейских лавок.
Батраки, согнувшись вяжут бананы в снопы*.
Все выставлено на продажу. Но никто не делает ставок.
На пляже не носят купальников, не надевают плавок,
С потенцией не поспоришь. Как с полицией - ей словцо
не скажешь тут же тебе отрихтуют лицо.
Старый диктатор у нас в диковинку. Столько лет, а как будто - вчера,
толпа собиралась к нему на поклон, глаза от счастья горели,
дымили заводы, в поле сплошь трактора,
все в пределах сорока часовой рабочей недели.
Площади в сто гектаров. На них - голубые ели.
Вдоль по улице бежит с газетами босоногий пострел.
Хорошая новость! Диктатор не постарел.
И у нас, и в Латинской Америке - ненадежный народ.
Глаз да глаз за ним, сказано - больше тысячи не собираться,
так нет же! Что им не скажут - все сделают наоборот.
Бунтовщиков хоронят с честью, заносят в святцы,
им говоришь - пандемия, но кто запретит им сморкаться
и кашлять, железной маской прикрыв свой зловонный рот.
Войска бунтуют, не меняя погон и кокард.
И диктатор бежит, прихватив с собой миллиард.
* Внимание! Автор знает, что бананы не вяжут в снопы.","*** Старый диктатор - проза Южной Америки семидесятых годов. Власть не чурается наркоторговли и криминала. Заговорщики собрались - и ужин для них готов: к столу подают запеченного генерала, фаршированного миллионами черного нала, с гарниром из листьев коки и морковкой во рту. Мешки кокаина грузчики разгружают в порту. Войска постоянно заняты разгоном мятежной толпы. Толпа постоянно занята разгромом еврейских лавок. Батраки, согнувшись вяжут бананы в снопы*. Все выставлено на продажу. Но никто не делает ставок. На пляже не носят купальников, не надевают плавок, С потенцией не поспоришь. Как с полицией - ей словцо не скажешь тут же тебе отрихтуют лицо. Старый диктатор у нас в диковинку. Столько лет, а как будто - вчера, толпа собиралась к нему на поклон, глаза от счастья горели, дымили заводы, в поле сплошь трактора, все в пределах сорока часовой рабочей недели. Площади в сто гектаров. На них - голубые ели. Вдоль по улице бежит с газетами босоногий пострел. Хорошая новость! Диктатор не постарел. И у нас, и в Латинской Америке - ненадежный народ. Глаз да глаз за ним, сказано - больше тысячи не собираться, так нет же! Что им не скажут - все сделают наоборот. Бунтовщиков хоронят с честью, заносят в святцы, им говоришь - пандемия, но кто запретит им сморкаться и кашлять, железной маской прикрыв свой зловонный рот. Войска бунтуют, не меняя погон и кокард. И диктатор бежит, прихватив с собой миллиард. * Внимание! Автор знает, что бананы не вяжут в снопы.","{'ukraine', 'covid'}"
531,554,Elena Borishpolets,Russian,"⁕⁕⁕
Вот я лежу, все белое вокруг,
в стаканчике такое пузырится...
старушка клофелинщица, мой друг,
пускай тебе любовь твоя приснится.
В каком-то там положенном году,
она стоит в дверях давно ушедших,
ни френдов, ни фоловеров,
тук-тук, фейсбук всегда приветствует вошедших.
Сошедших обнимает с головой,
и голова, как стройный снег, но завтра, 
соседка клофелинщица, отбой,
харе тошнить, мы здесь проснёмся завтра.
Какой он был? Глаза, улыбка, рост?
Ахматову читал и Пастернака?!
О, нет вопросов, нет, один вопрос:
собака, кошка?
Кошка и собака.
16.01.2020
#СтихиБо","⁕⁕⁕ Вот я лежу, все белое вокруг, в стаканчике такое пузырится... старушка клофелинщица, мой друг, пускай тебе любовь твоя приснится. В каком-то там положенном году, она стоит в дверях давно ушедших, ни френдов, ни фоловеров, тук-тук, фейсбук всегда приветствует вошедших. Сошедших обнимает с головой, и голова, как стройный снег, но завтра,  соседка клофелинщица, отбой, харе тошнить, мы здесь проснёмся завтра. Какой он был? Глаза, улыбка, рост? Ахматову читал и Пастернака?! О, нет вопросов, нет, один вопрос: собака, кошка? Кошка и собака. 16.01.2020 ","{'internet', 'digital'}"
545,569,Serhiy Zhadan,Ukrainian,"+ + + 
Люди самотні, - говорить, - це ж було помітно відразу.
Навіть більше – їхня самотність для них і є головною.
Тому хай буде пора, коли їм важливо буде збиратися разом.
І хай цю пору вони називають, скажімо, зимою.

Доки чоловіків тримає тепло ведмеже,
доки жінки тихо звіряються книгам,
хай у них буде межа, за якою все буде як вперше.
І хай цю межу вони, скажімо, називатимуть снігом.

Доки тут ще діється щось незвичайне,
доки я сам бодай чимось тут володію,
треба їм дати що-небудь радісне і печальне.
Радісне і печальне. Скажімо, надію.","+ + +  Люди самотні, - говорить, - це ж було помітно відразу. Навіть більше – їхня самотність для них і є головною. Тому хай буде пора, коли їм важливо буде збиратися разом. І хай цю пору вони називають, скажімо, зимою.  Доки чоловіків тримає тепло ведмеже, доки жінки тихо звіряються книгам, хай у них буде межа, за якою все буде як вперше. І хай цю межу вони, скажімо, називатимуть снігом.  Доки тут ще діється щось незвичайне, доки я сам бодай чимось тут володію, треба їм дати що-небудь радісне і печальне. Радісне і печальне. Скажімо, надію.","{'winter', 'loneliness', 'snow', 'books', 'border'}"
554,578,Dmitry Kuzmin,Russian,"* * *
вдоль па-не-
лей и цин-
ковых крыш
И. Б.
Родина
к одним посылает туристов
с секретной отравой,
других снимает
с летящего над ней самолёта,
и, пока она занята
большими делами,
звенит последний звонок,
выпускники становятся в круг,
руки кладут друг другу на плечи
и поют, качаясь:
Когда тебя не слышат,
Для чего кричать?
— а потом разъезжаются по домам
искать на бёдрах или предплечьях
свободное место для селфхарма
и мастурбировать в анонимных видеочатах.
Потому что
Родина
у них дома
за стенкой.
Холодильник откроешь — а там
две полки еды, которую папа велел не трогать:
сынок, это Родина.
Выйдешь в прихожую —
там собака, мама ей повторяет, какая она
красавица, не оборачиваясь:
сынок, это Родина.
И если
даже
стримить начнут
по всем телеграм-каналам
безумный уверенный свист,
не на что вызвать Убер,
и все билеты по паспорту,
и пандемия покончила с автостопом.
Родина
никогда не предаст тебя,
сынок,
она и хотела
с самого начала
извести тебя секретной отравой,
подставой снять с самолёта.
Просто пока она
занята большими делами,
есть ещё
немного времени, чтобы
сдаваться или нет.","* * * вдоль па-не- лей и цин- ковых крыш И. Б. Родина к одним посылает туристов с секретной отравой, других снимает с летящего над ней самолёта, и, пока она занята большими делами, звенит последний звонок, выпускники становятся в круг, руки кладут друг другу на плечи и поют, качаясь: Когда тебя не слышат, Для чего кричать? — а потом разъезжаются по домам искать на бёдрах или предплечьях свободное место для селфхарма и мастурбировать в анонимных видеочатах. Потому что Родина у них дома за стенкой. Холодильник откроешь — а там две полки еды, которую папа велел не трогать: сынок, это Родина. Выйдешь в прихожую — там собака, мама ей повторяет, какая она красавица, не оборачиваясь: сынок, это Родина. И если даже стримить начнут по всем телеграм-каналам безумный уверенный свист, не на что вызвать Убер, и все билеты по паспорту, и пандемия покончила с автостопом. Родина никогда не предаст тебя, сынок, она и хотела с самого начала извести тебя секретной отравой, подставой снять с самолёта. Просто пока она занята большими делами, есть ещё немного времени, чтобы сдаваться или нет.","{'russia', 'covid'}"
557,581,Serhiy Zhadan,Ukrainian,"БРЕХТ
Хто з поетів похований у цьому місті?
Хто з них лежить у міському ґрунті,
на рівні підземки,
на глибині водогону?
Поховані містом поети, 
Схожі на посаджені кущі,
схожі на коріння невидимих дерев.
Що виростає з такого коріння?
Стовбури світла, стебла гомону,
невидима крона гніву,
нечутний шурхіт іронії.
Добра туристична розвага – 
ховати поетів поруч із торгівельними центрами.
Поет має бути корисним навіть по смерті.
Не надто зручний за життя, 
колючий у театральному залі, 
ніби камінь у дитячій долоні, 
скандальний, наче птах, що залетів 
на кухню з літньої вулиці – 
тепер він нарешті приносить користь місту, 
приносить користь громаді, 
лежить у землі, 
озивається до перехожих:
підходьмо, підходьмо, поважна публіко, 
ставаймо врочисто на цвинтарну землю, 
згадуймо, відчайдушно згадуймо 
бодай якісь вірші, почуті в дитинстві. 
Що я говорив про вас за життя? 
Що ви злодії та негідники. 
Що я обіцяв вам по вашій смерті? 
Тихий спокій, вічне спасіння.
Підходьмо, підходьмо в затінок дерев, 
думаймо про царство боже, 
вірмо в те, що поети говорили правду 
і що смерть це лише протяг між поверхами, 
промінь на хіднику. 
І стоять люди на старих міських цвинтарях, 
і тішаться нагоді прочитати на камені знайоме ім'я, 
і міста ховають у собі поетів,
ніби прикраси під одягом,
ніби каліцтва.
І стоять люди під високим небом.
Таким високим, майже невидимим.
І гірко їм від того, що смерть так близько, 
і легко від того, що смерті немає.","БРЕХТ Хто з поетів похований у цьому місті? Хто з них лежить у міському ґрунті, на рівні підземки, на глибині водогону? Поховані містом поети,  Схожі на посаджені кущі, схожі на коріння невидимих дерев. Що виростає з такого коріння? Стовбури світла, стебла гомону, невидима крона гніву, нечутний шурхіт іронії. Добра туристична розвага –  ховати поетів поруч із торгівельними центрами. Поет має бути корисним навіть по смерті. Не надто зручний за життя,  колючий у театральному залі,  ніби камінь у дитячій долоні,  скандальний, наче птах, що залетів  на кухню з літньої вулиці –  тепер він нарешті приносить користь місту,  приносить користь громаді,  лежить у землі,  озивається до перехожих: підходьмо, підходьмо, поважна публіко,  ставаймо врочисто на цвинтарну землю,  згадуймо, відчайдушно згадуймо  бодай якісь вірші, почуті в дитинстві.  Що я говорив про вас за життя?  Що ви злодії та негідники.  Що я обіцяв вам по вашій смерті?  Тихий спокій, вічне спасіння. Підходьмо, підходьмо в затінок дерев,  думаймо про царство боже,  вірмо в те, що поети говорили правду  і що смерть це лише протяг між поверхами,  промінь на хіднику.  І стоять люди на старих міських цвинтарях,  і тішаться нагоді прочитати на камені знайоме ім'я,  і міста ховають у собі поетів, ніби прикраси під одягом, ніби каліцтва. І стоять люди під високим небом. Таким високим, майже невидимим. І гірко їм від того, що смерть так близько,  і легко від того, що смерті немає.","{'brecht', 'poetry', 'cemetery', 'architecture', 'cities'}"
